id,Run3,distance,angle,Z_1
,Run3,597,259.215702132971,159.742004394531
,Run3,598,259.215702132971,159.630004882812
,Run3,599,259.215702132971,159.635009765625
,Run3,600,259.215702132971,159.61100769043
,Run3,601,259.215702132971,159.603012084961
,Run3,602,259.215702132971,159.571014404297
,Run3,603,259.215702132971,159.553009033203
,Run3,604,259.215702132971,159.56201171875
,Run3,605,259.215702132971,159.541000366211
,Run3,606,259.215702132971,159.540008544922
,Run3,607,259.215702132971,159.538009643555
,Run3,608,259.215702132971,159.516006469727
,Run3,609,259.215702132971,159.504013061523
,Run3,610,259.215702132971,159.493011474609
,Run3,611,259.215702132971,159.467010498047
,Run3,612,259.215702132971,159.447006225586
,Run3,613,259.215702132971,159.46501159668
,Run3,614,259.215702132971,159.455001831055
,Run3,615,259.215702132971,159.446014404297
,Run3,616,259.215702132971,159.420013427734
,Run3,617,259.215702132971,159.413009643555
,Run3,618,259.215702132971,159.448013305664
,Run3,619,259.215702132971,159.495010375977
,Run3,620,259.215702132971,159.514007568359
,Run3,621,259.215702132971,159.509002685547
,Run3,622,259.215702132971,159.515014648438
,Run3,623,259.215702132971,159.552001953125
,Run3,624,259.215702132971,159.46501159668
,Run3,625,259.215702132971,159.463012695312
,Run3,626,259.215702132971,159.443008422852
,Run3,627,259.215702132971,159.447006225586
,Run3,628,259.215702132971,159.455001831055
,Run3,629,259.215702132971,159.411010742188
,Run3,630,259.215702132971,159.389007568359
,Run3,631,259.215702132971,159.400009155273
,Run3,632,259.215702132971,159.396011352539
,Run3,633,259.215702132971,159.397003173828
,Run3,634,259.215702132971,159.335006713867
,Run3,635,259.215702132971,159.337005615234
,Run3,636,259.215702132971,159.356002807617
,Run3,637,259.215702132971,159.385009765625
,Run3,638,259.215702132971,159.40901184082
,Run3,639,259.215702132971,159.346008300781
,Run3,640,259.215702132971,159.240005493164
,Run3,641,259.215702132971,159.245010375977
,Run3,642,259.215702132971,159.256011962891
,Run3,643,127.349349044672,159.323013305664
,Run3,644,127.349349044672,159.203002929688
,Run3,645,127.349349044672,159.203002929688
,Run3,646,127.349349044672,159.185012817383
,Run3,647,127.349349044672,159.183013916016
,Run3,648,127.349349044672,159.167007446289
,Run3,649,127.349349044672,159.150009155273
,Run3,650,127.349349044672,159.150009155273
,Run3,651,127.349349044672,159.112014770508
,Run3,652,127.349349044672,159.171005249023
,Run3,653,127.349349044672,159.167007446289
,Run3,654,127.349349044672,159.089004516602
,Run3,655,127.349349044672,159.089004516602
,Run3,656,127.349349044672,159.038009643555
